test_number,position,source_position,question_id,question,answer_1,answer_2,answer_3,correct_option,correct_answer,answer_key_status,answer_key_note,image_local,image_url
2,39,39,1128,"Quan, per aglomeraciò, hi hagi circulaciò en tots els carrils d'una autopista, quan està permès canviar de carril?",En cap cas,Només per circular sobre el carril de l'esquerre.,Quan ens preparem per sortir de l'autopista.,3,Quan ens preparem per sortir de l'autopista.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
2,40,40,1156,Que representa aquest senyal?,Direcció permesa.,Direcció obligatòria.,Gir obligatori.,2,Direcció obligatòria.,present,,images/d59cb81fef93_2-1156.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/2-1156.jpg
3,1,1,1173,Que vol dir aquest senyal?,Prohibit girar a la dreta i a l'esquerra,Que s'atansa un encreuament,Úniques direccions permeses.,3,Úniques direccions permeses.,present,,images/a696eda0cb6a_3-1173.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1173.jpg
3,2,2,1189,Que significa aquest senyal?,Confirmació de ruta.,Punt quilométric de carretera general.,Fita quilométrica en carretera secundària.,3,Fita quilométrica en carretera secundària.,present,,images/6bda235694ec_3-1189.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1189.jpg
3,3,3,1176,On s'ha de col.locar la senyalització móbil obligatòria d'emergència per a tots els vehicles pesants que es trobin en la calçada per avaria o accident?,"A 50m. al davant i a 50m. al darrere del vehicle immobilitzat, a la vora dels carrils d'ambdos sentits.",Darrere el vehicle es col.locará un senyal de perill indefinit amb un llum giratori.,A 50m. del vehicle immobilitzat.,1,"A 50m. al davant i a 50m. al darrere del vehicle immobilitzat, a la vora dels carrils d'ambdos sentits.",present,,images/f90ef956ab1e_3-1176.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1176.jpg
3,4,4,1163,Conduint s'han de prendre certs medicaments estimulants?,"Si, perquè ens ajuden a superar la fatiga.","Algunes vegades, si.",Mai.,3,Mai.,present,,images/b8e3476edb61_3-1163.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1163.jpg
3,5,5,1165,Que indica aquest senyal?,Presència de nens.,Pas de vianants.-nens-.,Situaciò de pas de vianants,1,Presència de nens.,present,,images/1a0731f4ff42_3-1165.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1165.jpg
3,6,6,1198,Que haurem de fer en atansar-nos a un pas estret de la calçada?,"Mantenir la mateixa velocitat, fent senyals acústics.",Passar ràpidament i tan aviat com sigui possible ja que és un perill.,Reduir la velocitat.,3,Reduir la velocitat.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,7,7,1187,Que significa aquest senyal?,Bifurcació a l'esquerre en una calçada de tres carrils.,Fletxes de preselecciò de carrils.,Carrils obligatoris per a trànsit lent i per a canvi de sentit.,1,Bifurcació a l'esquerre en una calçada de tres carrils.,present,,images/c4d2c05af7e3_3-1187.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1187.jpg
3,8,8,1182,"Quan trepitjem els pedals a fons, en quina forma han de quedar les cames?","Lleugerament flexionades i corbades, a l'alçada del genoll.","Ben estirades, sense que tinguem doblegats els genolls.","Encongides a l'alçada del genoll, fent un angle de 90 graus.",1,"Lleugerament flexionades i corbades, a l'alçada del genoll.",present,,images/de318bc21d10_3-1182.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1182.jpg
3,9,9,1178,Que significa aquest senyal?,Altura limitada.,Pes limitat per eix.,Limitació de pes total,1,Altura limitada.,present,,images/6e20ab7484cd_3-1178.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1178.jpg
3,10,10,1181,Quin d'aquests vehicles està ben col.locat per girar cap a l'esquerra?,El blau.,El verd.,El vermell.,1,El blau.,present,,images/e0f576ee68f6_3-1181.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1181.jpg
3,11,11,1186,Que significa aquest senyal?,Estacionament autoritzat a dreta i esquerra.,Prohibit girar a la dreta i a l'esquerra,Autoritzat girar a la dreta i a l'esquerra.,2,Prohibit girar a la dreta i a l'esquerra,present,,images/1b55be91823d_3-1186.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1186.jpg
3,12,12,1164,Els llums de frenada s'han d'encendre automàticament...,En pitjar el pedal de frenada i apagar-se en deixar-lo anar.,Un segon abans de pitjar el pedal i un després de deixar-lo.,Sempre prement el pedal de fre i també quan posem el fre d'estacionament.,1,En pitjar el pedal de frenada i apagar-se en deixar-lo anar.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,13,13,1175,Que vol dir aquesta senyal?,Que no es pot girar en cap sentit.,Próxima intersecció amb circulació giratòria.,Gir obligatori.,2,Próxima intersecció amb circulació giratòria.,present,,images/425d927c7349_3-1175.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1175.jpg
3,14,14,1190,"El codi de la circulaciò estableix que la llibertat de moviments del conductor del vehicle, així com el seu camp de visió...",No influeixin en el comportament del vehicle.,Només influeixen en la circulació durant la nit.,En cap cas no han de resultar disminuits d'una manera sensible.,3,En cap cas no han de resultar disminuits d'una manera sensible.,present,,images/acbe8dad8cfd_3-1190.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1190.jpg
3,15,15,1191,Que significa aquest senyal?,Posiciò d'una desviaciò o d'un estrenyiment temporal,Pas a nivell amb barreres.,Direcciò per corba.,1,Posiciò d'una desviaciò o d'un estrenyiment temporal,present,,images/1f3c8c1ab349_3-1191.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1191.jpg
3,16,16,1188,L'alçada del seient ha de ser la suficient per a...,Tenir un bon camp de visiò òptim i a la vegada tenir accessibilitat als comandaments del vehicle.,Que les cames i el cos formin un angle de 90 graus.,Podem mirar a través del parabrises,1,Tenir un bon camp de visiò òptim i a la vegada tenir accessibilitat als comandaments del vehicle.,present,,images/2d03b7db346b_3-1188.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1188.jpg
3,17,17,1167,Quina zona de la calçada ha d'il.luminar eficaçment l'enllumenat de carretera?,"Cent metres, com a mínim.","Cent cinquanta, com a mínim.",Varia segons la categòria del vehicle,1,"Cent metres, com a mínim.",present,,images/43481fff2722_3-1167.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1167.jpg
3,18,18,1184,Que significa aquest senyal?,Fi de la via ràpida.,Pont perillòs.,Fi d'autopista.,3,Fi d'autopista.,present,,images/e092148016b7_3-1184.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1184.jpg
3,19,19,1197,"Vehicle averiat en una autopista, com s'ha de senyalitzar?",Amb una banderola de color roig viu,Amb l'enllumenat d'encreuament.,Amb l'enllumenat ordinari i si es necessari amb el d'emergència,3,Amb l'enllumenat ordinari i si es necessari amb el d'emergència,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,20,20,1183,"Quan una pilota salta a la calçada, és fàcil...","Que surti un nen al darrere, per tant hem d'extremar les precaucions.",Que circulem prop d'un estadi de futbol.,Que ens trenqui el vidre.,1,"Que surti un nen al darrere, per tant hem d'extremar les precaucions.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,21,21,1195,Com s'ha de circular per una plaça pública?,Deixant el centre a la nostra dreta.,"Cedint el pas a tots els vehicles, que apareguin per la nostra esquerra.",Deixant el centre de la plaça a la nostra esquerra.,3,Deixant el centre de la plaça a la nostra esquerra.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,22,22,1174,Que significa aquest senyal?,Vol rasant d'avions.-perill de soroll imprevist.,Prohibeix el vol d'avions,Que estem a l'aeroport.,1,Vol rasant d'avions.-perill de soroll imprevist.,present,,images/4875fe705f0d_3-1174.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1174.jpg
3,23,23,1177,"Un conductor que hagi posat l'indicador de direcció de l'esquerre i giri cap aquell costat sense preocupar-se dels altres vehicles que circulin darrere, pot provocar un accident?","No, perqué porta l'indicador de direcció bé.",Si.,"Si, si el de darrera és un vehicle rápid.",2,Si.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,24,24,1161,Que significa el senyal amb la lletra D?,Pas a nivell sense barreres,Via barrada,Pas a nivell amb barreres,1,Pas a nivell sense barreres,present,,images/516669ecebb9_3-1161.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1161.jpg
3,25,25,1168,"Si hem de fer un desplaçament lateral cap a l'esquerra, hem de comprovar abans, per mitjà d'una bona observació cap..","Endevant, endarrera i lateralment, que podem realitzar el moviment sense risc per ningú.","Endevant i endarrera, que podem fer la maniobra.","Endarrera i lateralment, que la circulació ens permet fer-ho",1,"Endevant, endarrera i lateralment, que podem realitzar el moviment sense risc per ningú.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,26,26,1180,En els llocs reservats per a vehicles de transport públic de viatgers...,Està prohibit l'estacionament.,"Está prohibida la parada, però no l'estacionament.",S'ha de circular tocant el clàxon.,1,Està prohibit l'estacionament.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,27,27,1179,"Es poden utilitzar, com i quan vulguem els senyals acústics?",No.,Si.,Depèn del vehicle.,1,No.,present,,images/69d04e06dbbb_3-1179.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1179.jpg
3,28,28,1185,"A la vista de les linies marcades al paviment, pot avançar el camiò al turisme?","Si, encara que hagi de trepitjar o ultrapassar les línies.","Si, però solament mantenint les línies entre les rodes","No, perqué el camió és un vehicle de la tercera categoria.",1,"Si, encara que hagi de trepitjar o ultrapassar les línies.",present,,images/af35fa9abb07_3-1185.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1185.jpg
3,29,29,1162,El volant s'ha d'agafar...,"Fortament, amb una mà a la part superior i l'altre a la part inferior.",Amb la punta dels dits i per la part inferior.,Amb fermesa i de forma que la posició de les mans s'assimili a la de les agulles del rellotge quan són les deu hores i deu minuts.,3,Amb fermesa i de forma que la posició de les mans s'assimili a la de les agulles del rellotge quan són les deu hores i deu minuts.,present,,images/c0e43541aae4_3-1162.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1162.jpg
3,30,30,1159,"Quan circulem amb boira i no tinguem els llums corresponents, si veiem que s'acosta un vehicle pel darrere, que hem de fer?","Pitjar de tant en tant el pedal de fre, perquè els llums facin esclats.",Augmentar la velocitat perquè no s'acosti.,Arrambrar-nos a la dreta i obligar-lo a passar,1,"Pitjar de tant en tant el pedal de fre, perquè els llums facin esclats.",present,,images/f0706db1f2a1_3-1159.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1159.jpg
3,31,31,1169,"Quan estem conduint, hem d'advertir sempre i amb antelació suficient les nostres maniobres als altres usuaris?",Si.,"No cal, ja que tothom sap les normes, el que es pot fer i el que no.",Només durant la nit.,1,Si.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,32,32,1166,"Els indicadors de direcció avisen, peró ens donen drets devant els altres usuaris?",No.,Si.,Sempre que es posin primer que els altres,1,No.,present,,images/4e1d548d964e_3-1166.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1166.jpg
3,33,33,1192,El conductor d'un vehicle que va a ser avançat...,Encendrà l'indicador de direcció de l'esquerre.,Reduirà la velocitat a la meitat de la que portava.,"No ha de fer cap maniobra, que impedeixi l'avançament.",3,"No ha de fer cap maniobra, que impedeixi l'avançament.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,34,34,1171,Que ordena aquest agent?,Alto solament als que el vegin de front.,Alto al front i al darrere.,Alto solament als que el vegin per darrere,2,Alto al front i al darrere.,present,,images/35f0fa3cd38e_3-1171.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1171.jpg
3,35,35,1194,Que fixa aquest senyal?,Carretera de muntanya.,"Corbes perilloses, la primera a l'esquerra.",Paviment lliscant,2,"Corbes perilloses, la primera a l'esquerra.",present,,images/45454399bade_3-1194.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1194.jpg
3,36,36,1193,Que determina aquest senyal?,Final de limitaciò de velocitat.,Velocitat màxima limitada,Velocitat mínima,1,Final de limitaciò de velocitat.,present,,images/8f3e5b600d14_3-1193.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1193.jpg
3,37,37,1172,"Si circulant de nit, s'aproxima un vehicle en sentit contrari amb l'enllumenat de carretera encès i no el canvia pel d'encreuament, que hem de fer?","Encendre l'enllumenat de carretera i el de boira, per poder hi veure suficientment.",Parar inmediatament a la calçada i conectar l'enllumenat de posició.,"Moderar la velocitat i arrambrar-nos a la dreta de la calçada, arribant a detenir-nos si no tinguessim la visibilitat mínima suficient",3,"Moderar la velocitat i arrambrar-nos a la dreta de la calçada, arribant a detenir-nos si no tinguessim la visibilitat mínima suficient",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,38,38,1160,Es obligatori usar l'enllumenat ordinari simultàniament amb els llums de boira?,Si.,No,Depèn de la marca del vehicle.,1,Si.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
3,39,39,1196,Que significa aquest senyal?,Autopista.,Carretera preferent.,Carretera amb vorera d'emergència.,3,Carretera amb vorera d'emergència.,present,,images/ed481da5f574_3-1196.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/3-1196.jpg
3,40,40,1170,"Podem, en una autopista, circular a una velocitat anormalment reduida sense causa justificada?",Si,No.,Segons el tipus d'autopista.,2,No.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
4,1,1,1216,Quin enllumenat s'utilitzarà circulant en vies urbanes insuficientment il.luminades?,El d'encreuament,El intensiu o el d'encreuament segons convingui.,El de carretera.,1,El d'encreuament,present,,images/ba4c7de0f2cd_4-1216.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/4-1216.jpg
